************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.002], 'LR_actor': [0.0005], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.99], 'tau': [0.002], 'LR_actor': [0.0002], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.3], 'num_repeats': [5], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.95], 'tau': [0.002], 'LR_actor': [0.001], 'LR_critic': [0.0001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.99995], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [1], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.001], 'LR_actor': [0.0001], 'LR_critic': [0.0005], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.9999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.2], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0005, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': 1000, 'trial': 0}
time :2019-01-22 03:48:05.040366
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:18, total steps:118, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:9, steps:14, total steps:132, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:10, steps:15, total steps:147, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:11, steps:14, total steps:161, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:12, steps:14, total steps:175, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:13, steps:14, total steps:189, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:14, steps:51, total steps:240, current:[-0.010, +0.100], score:0.007 slope:2.86e-03 epsilon:0.99
episode:15, steps:14, total steps:254, current:[+0.000, -0.010], score:0.007 slope:2.14e-03 epsilon:0.99
episode:16, steps:14, total steps:268, current:[+0.000, -0.010], score:0.006 slope:1.62e-03 epsilon:0.98
episode:17, steps:15, total steps:283, current:[-0.010, +0.000], score:0.006 slope:1.23e-03 epsilon:0.98
episode:18, steps:14, total steps:297, current:[-0.010, +0.000], score:0.006 slope:9.29e-04 epsilon:0.98
episode:19, steps:14, total steps:311, current:[-0.010, +0.000], score:0.005 slope:7.02e-04 epsilon:0.98
episode:20, steps:14, total steps:325, current:[-0.010, +0.000], score:0.005 slope:5.26e-04 epsilon:0.98
episode:21, steps:14, total steps:339, current:[+0.000, -0.010], score:0.005 slope:3.90e-04 epsilon:0.98
episode:22, steps:15, total steps:354, current:[+0.000, -0.010], score:0.005 slope:2.82e-04 epsilon:0.98
episode:23, steps:14, total steps:368, current:[+0.000, -0.010], score:0.004 slope:1.98e-04 epsilon:0.98
episode:24, steps:14, total steps:382, current:[+0.000, -0.010], score:0.004 slope:1.30e-04 epsilon:0.98
episode:25, steps:14, total steps:396, current:[-0.010, +0.000], score:0.004 slope:7.69e-05 epsilon:0.98
final_score: 0.004000000059604645
trial: 1
25000
test 0.01
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.001, 'LR_actor': 0.001, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': None, 'trial': 1}
time :2019-01-22 04:53:14.243638
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:21, total steps:135, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:149, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:11, steps:14, total steps:163, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:12, steps:14, total steps:177, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:13, steps:14, total steps:191, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:14, steps:33, total steps:224, current:[-0.010, +0.100], score:0.007 slope:2.86e-03 epsilon:1.00
episode:15, steps:14, total steps:238, current:[+0.000, -0.010], score:0.007 slope:2.14e-03 epsilon:1.00
episode:16, steps:21, total steps:259, current:[-0.010, +0.000], score:0.006 slope:1.62e-03 epsilon:1.00
episode:17, steps:15, total steps:274, current:[-0.010, +0.000], score:0.006 slope:1.23e-03 epsilon:1.00
episode:18, steps:14, total steps:288, current:[+0.000, -0.010], score:0.006 slope:9.29e-04 epsilon:1.00
episode:19, steps:14, total steps:302, current:[+0.000, -0.010], score:0.005 slope:7.02e-04 epsilon:1.00
episode:20, steps:14, total steps:316, current:[+0.000, -0.010], score:0.005 slope:5.26e-04 epsilon:1.00
episode:21, steps:14, total steps:330, current:[-0.010, +0.000], score:0.005 slope:3.90e-04 epsilon:1.00
episode:22, steps:15, total steps:345, current:[-0.010, +0.000], score:0.005 slope:2.82e-04 epsilon:1.00
episode:23, steps:14, total steps:359, current:[+0.000, -0.010], score:0.004 slope:1.98e-04 epsilon:1.00
episode:24, steps:14, total steps:373, current:[+0.000, -0.010], score:0.004 slope:1.30e-04 epsilon:1.00
episode:25, steps:14, total steps:387, current:[-0.010, +0.000], score:0.004 slope:7.69e-05 epsilon:1.00
final_score: 0.004000000059604645
trial: 2
10000
test 0.005
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.001, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.9995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': None, 'trial': 2}
time :2019-01-22 04:53:30.063191
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:15, total steps:100, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:114, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:128, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:31, total steps:159, current:[+0.000, +0.090], score:0.009 slope:4.91e-03 epsilon:1.00
episode:11, steps:14, total steps:173, current:[-0.010, +0.000], score:0.008 slope:3.27e-03 epsilon:0.99
episode:12, steps:14, total steps:187, current:[+0.000, -0.010], score:0.008 slope:2.20e-03 epsilon:0.99
episode:13, steps:15, total steps:202, current:[+0.000, -0.010], score:0.007 slope:1.48e-03 epsilon:0.99
episode:14, steps:14, total steps:216, current:[-0.010, +0.000], score:0.006 slope:9.89e-04 epsilon:0.99
episode:15, steps:14, total steps:230, current:[-0.010, +0.000], score:0.006 slope:6.43e-04 epsilon:0.99
episode:16, steps:14, total steps:244, current:[+0.000, -0.010], score:0.006 slope:3.97e-04 epsilon:0.99
episode:17, steps:14, total steps:258, current:[+0.000, -0.010], score:0.005 slope:2.21e-04 epsilon:0.99
episode:18, steps:15, total steps:273, current:[+0.000, -0.010], score:0.005 slope:9.29e-05 epsilon:0.99
episode:19, steps:14, total steps:287, current:[-0.010, +0.000], score:0.005 slope:-1.13e-19 epsilon:0.99
episode:20, steps:14, total steps:301, current:[-0.010, +0.000], score:0.005 slope:-6.77e-05 epsilon:0.99
episode:21, steps:14, total steps:315, current:[-0.010, +0.000], score:0.004 slope:-1.17e-04 epsilon:0.99
episode:22, steps:15, total steps:330, current:[-0.010, +0.000], score:0.004 slope:-1.52e-04 epsilon:0.99
episode:23, steps:14, total steps:344, current:[-0.010, +0.000], score:0.004 slope:-1.78e-04 epsilon:0.99
episode:24, steps:15, total steps:359, current:[+0.000, -0.010], score:0.004 slope:-1.96e-04 epsilon:0.99
episode:25, steps:14, total steps:373, current:[-0.010, +0.000], score:0.004 slope:-2.08e-04 epsilon:0.99
final_score: 0.0036000000685453416
trial: 3
25000
test 0.001
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.99, 'tau': 0.002, 'LR_actor': 0.0002, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 3, 'seed': None, 'trial': 3}
time :2019-01-22 04:53:47.043246
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:77, current:[-0.010, +0.000], score:0.025 slope:1.00e-02 epsilon:1.00
episode:5, steps:14, total steps:91, current:[-0.010, +0.000], score:0.020 slope:3.17e-18 epsilon:1.00
episode:6, steps:15, total steps:106, current:[+0.000, -0.010], score:0.017 slope:-2.86e-03 epsilon:1.00
episode:7, steps:14, total steps:120, current:[-0.010, +0.000], score:0.014 slope:-3.57e-03 epsilon:1.00
episode:8, steps:14, total steps:134, current:[+0.000, -0.010], score:0.013 slope:-3.57e-03 epsilon:1.00
episode:9, steps:14, total steps:148, current:[+0.000, -0.010], score:0.011 slope:-3.33e-03 epsilon:1.00
episode:10, steps:14, total steps:162, current:[-0.010, +0.000], score:0.010 slope:-3.03e-03 epsilon:1.00
episode:11, steps:14, total steps:176, current:[+0.000, -0.010], score:0.009 slope:-2.73e-03 epsilon:1.00
episode:12, steps:14, total steps:190, current:[+0.000, -0.010], score:0.008 slope:-2.45e-03 epsilon:1.00
episode:13, steps:15, total steps:205, current:[+0.000, -0.010], score:0.008 slope:-2.20e-03 epsilon:1.00
episode:14, steps:14, total steps:219, current:[+0.000, -0.010], score:0.007 slope:-1.98e-03 epsilon:1.00
episode:15, steps:19, total steps:238, current:[+0.000, -0.010], score:0.007 slope:-1.79e-03 epsilon:1.00
episode:16, steps:15, total steps:253, current:[+0.000, -0.010], score:0.006 slope:-1.62e-03 epsilon:1.00
episode:17, steps:14, total steps:267, current:[-0.010, +0.000], score:0.006 slope:-1.47e-03 epsilon:1.00
episode:18, steps:14, total steps:281, current:[-0.010, +0.000], score:0.006 slope:-1.34e-03 epsilon:1.00
episode:19, steps:14, total steps:295, current:[+0.000, -0.010], score:0.005 slope:-1.23e-03 epsilon:1.00
episode:20, steps:14, total steps:309, current:[-0.010, +0.000], score:0.005 slope:-1.13e-03 epsilon:1.00
episode:21, steps:15, total steps:324, current:[+0.000, -0.010], score:0.005 slope:-1.04e-03 epsilon:1.00
episode:22, steps:14, total steps:338, current:[-0.010, +0.000], score:0.005 slope:-9.60e-04 epsilon:1.00
episode:23, steps:14, total steps:352, current:[+0.000, -0.010], score:0.004 slope:-8.89e-04 epsilon:1.00
episode:24, steps:14, total steps:366, current:[+0.000, -0.010], score:0.004 slope:-8.26e-04 epsilon:1.00
episode:25, steps:14, total steps:380, current:[+0.000, -0.010], score:0.004 slope:-7.69e-04 epsilon:1.00
final_score: 0.004000000059604645
trial: 4
25000
test 0.005
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.01, 'LR_actor': 0.0002, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.3, 'num_repeats': 5, 'seed': None, 'trial': 4}
time :2019-01-22 04:54:04.374770
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:14, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:15, total steps:86, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:7, steps:14, total steps:100, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:8, steps:21, total steps:121, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:9, steps:14, total steps:135, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:10, steps:14, total steps:149, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:11, steps:14, total steps:163, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:12, steps:14, total steps:177, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:13, steps:15, total steps:192, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:14, steps:14, total steps:206, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.99
episode:15, steps:14, total steps:220, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.99
episode:16, steps:14, total steps:234, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.98
episode:17, steps:14, total steps:248, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.98
episode:18, steps:15, total steps:263, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.98
episode:19, steps:14, total steps:277, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.98
episode:20, steps:14, total steps:291, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.98
episode:21, steps:14, total steps:305, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.98
episode:22, steps:14, total steps:319, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:0.98
episode:23, steps:15, total steps:334, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:0.98
episode:24, steps:32, total steps:366, current:[+0.000, +0.090], score:0.004 slope:9.00e-04 epsilon:0.98
episode:25, steps:14, total steps:380, current:[-0.010, +0.000], score:0.004 slope:7.62e-04 epsilon:0.98
final_score: 0.0036000000685453416
trial: 5
100000
test 0.01
{'buffer_size': 100000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0002, 'LR_critic': 0.001, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.9995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': None, 'trial': 5}
time :2019-01-22 04:54:20.862596
main file: train_tennis.py
platform = Linux
episode:4, steps:27, total steps:70, current:[+0.100, -0.010], score:0.025 slope:3.00e-02 epsilon:1.00
episode:5, steps:14, total steps:84, current:[+0.000, -0.010], score:0.020 slope:1.00e-02 epsilon:1.00
episode:6, steps:14, total steps:98, current:[+0.000, -0.010], score:0.017 slope:2.86e-03 epsilon:1.00
episode:7, steps:14, total steps:112, current:[-0.010, +0.000], score:0.014 slope:-7.27e-19 epsilon:1.00
episode:8, steps:15, total steps:127, current:[+0.000, -0.010], score:0.013 slope:-1.19e-03 epsilon:1.00
episode:9, steps:14, total steps:141, current:[+0.000, -0.010], score:0.011 slope:-1.67e-03 epsilon:1.00
episode:10, steps:14, total steps:155, current:[+0.000, -0.010], score:0.010 slope:-1.82e-03 epsilon:1.00
episode:11, steps:14, total steps:169, current:[-0.010, +0.000], score:0.009 slope:-1.82e-03 epsilon:0.99
episode:12, steps:14, total steps:183, current:[-0.010, +0.000], score:0.008 slope:-1.75e-03 epsilon:0.99
episode:13, steps:15, total steps:198, current:[-0.010, +0.000], score:0.008 slope:-1.65e-03 epsilon:0.99
episode:14, steps:14, total steps:212, current:[+0.000, -0.010], score:0.007 slope:-1.54e-03 epsilon:0.99
episode:15, steps:14, total steps:226, current:[-0.010, +0.000], score:0.007 slope:-1.43e-03 epsilon:0.99
episode:16, steps:14, total steps:240, current:[-0.010, +0.000], score:0.006 slope:-1.32e-03 epsilon:0.99
episode:17, steps:14, total steps:254, current:[+0.000, -0.010], score:0.006 slope:-1.23e-03 epsilon:0.99
episode:18, steps:33, total steps:287, current:[+0.100, -0.010], score:0.011 slope:6.19e-04 epsilon:0.99
episode:19, steps:14, total steps:301, current:[-0.010, +0.000], score:0.011 slope:3.51e-04 epsilon:0.99
episode:20, steps:15, total steps:316, current:[-0.010, +0.000], score:0.010 slope:1.50e-04 epsilon:0.99
episode:21, steps:14, total steps:330, current:[-0.010, +0.000], score:0.010 slope:1.94e-19 epsilon:0.99
episode:22, steps:14, total steps:344, current:[-0.010, +0.000], score:0.009 slope:-1.13e-04 epsilon:0.99
episode:23, steps:14, total steps:358, current:[-0.010, +0.000], score:0.009 slope:-1.98e-04 epsilon:0.99
episode:24, steps:28, total steps:386, current:[+0.100, -0.010], score:0.013 slope:7.39e-04 epsilon:0.99
episode:25, steps:15, total steps:401, current:[+0.000, -0.010], score:0.012 slope:5.38e-04 epsilon:0.99
final_score: 0.012000000178813934
trial: 6
50000
test 0.005
{'buffer_size': 50000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.95, 'tau': 0.005, 'LR_actor': 0.001, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.9999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 1, 'seed': None, 'trial': 6}
time :2019-01-22 04:54:38.296864
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:56, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:5, steps:15, total steps:71, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:6, steps:14, total steps:85, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:7, steps:21, total steps:106, current:[-0.010, +0.000], score:0.000 slope:0.00e+00 epsilon:1.00
episode:8, steps:14, total steps:120, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:9, steps:14, total steps:134, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:10, steps:14, total steps:148, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:11, steps:15, total steps:163, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:12, steps:14, total steps:177, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:13, steps:26, total steps:203, current:[-0.010, +0.100], score:0.008 slope:3.30e-03 epsilon:1.00
episode:14, steps:14, total steps:217, current:[-0.010, +0.000], score:0.007 slope:2.42e-03 epsilon:1.00
episode:15, steps:31, total steps:248, current:[+0.000, -0.010], score:0.007 slope:1.79e-03 epsilon:1.00
episode:16, steps:15, total steps:263, current:[-0.010, +0.000], score:0.006 slope:1.32e-03 epsilon:1.00
episode:17, steps:14, total steps:277, current:[+0.000, -0.010], score:0.006 slope:9.80e-04 epsilon:1.00
episode:18, steps:14, total steps:291, current:[-0.010, +0.000], score:0.006 slope:7.22e-04 epsilon:1.00
episode:19, steps:14, total steps:305, current:[+0.000, -0.010], score:0.005 slope:5.26e-04 epsilon:1.00
episode:20, steps:14, total steps:319, current:[-0.010, +0.000], score:0.005 slope:3.76e-04 epsilon:1.00
episode:21, steps:15, total steps:334, current:[+0.000, -0.010], score:0.005 slope:2.60e-04 epsilon:1.00
episode:22, steps:19, total steps:353, current:[+0.000, -0.010], score:0.005 slope:1.69e-04 epsilon:1.00
episode:23, steps:14, total steps:367, current:[-0.010, +0.000], score:0.004 slope:9.88e-05 epsilon:1.00
episode:24, steps:14, total steps:381, current:[-0.010, +0.000], score:0.004 slope:4.35e-05 epsilon:1.00
episode:25, steps:14, total steps:395, current:[+0.000, -0.010], score:0.004 slope:0.00e+00 epsilon:1.00
final_score: 0.004000000059604645
trial: 7
25000
test 0.005
{'buffer_size': 25000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0002, 'LR_critic': 0.0001, 'weight_decay': 0.0, 'max_episodes': 25, 'epsilon_decay': 0.9999, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.1, 'num_repeats': 1, 'seed': None, 'trial': 7}
time :2019-01-22 04:54:55.582310
main file: train_tennis.py
platform = Linux
episode:4, steps:15, total steps:102, current:[-0.010, +0.000], score:0.025 slope:-1.00e-02 epsilon:1.00
episode:5, steps:14, total steps:116, current:[-0.010, +0.000], score:0.020 slope:-1.00e-02 epsilon:1.00
episode:6, steps:14, total steps:130, current:[-0.010, +0.000], score:0.017 slope:-8.57e-03 epsilon:1.00
episode:7, steps:31, total steps:161, current:[-0.010, +0.100], score:0.029 slope:3.57e-03 epsilon:1.00
episode:8, steps:15, total steps:176, current:[+0.000, -0.010], score:0.025 slope:1.17e-18 epsilon:1.00
episode:9, steps:14, total steps:190, current:[+0.000, -0.010], score:0.022 slope:-1.67e-03 epsilon:1.00
episode:10, steps:14, total steps:204, current:[-0.010, +0.000], score:0.020 slope:-2.42e-03 epsilon:1.00
episode:11, steps:14, total steps:218, current:[-0.010, +0.000], score:0.018 slope:-2.73e-03 epsilon:1.00
episode:12, steps:14, total steps:232, current:[-0.010, +0.000], score:0.017 slope:-2.80e-03 epsilon:1.00
episode:13, steps:15, total steps:247, current:[+0.000, -0.010], score:0.015 slope:-2.75e-03 epsilon:1.00
episode:14, steps:14, total steps:261, current:[+0.000, -0.010], score:0.014 slope:-2.64e-03 epsilon:1.00
episode:15, steps:14, total steps:275, current:[+0.000, -0.010], score:0.013 slope:-2.50e-03 epsilon:1.00
episode:16, steps:20, total steps:295, current:[+0.000, -0.010], score:0.013 slope:-2.35e-03 epsilon:1.00
episode:17, steps:14, total steps:309, current:[-0.010, +0.000], score:0.012 slope:-2.21e-03 epsilon:1.00
episode:18, steps:14, total steps:323, current:[-0.010, +0.000], score:0.011 slope:-2.06e-03 epsilon:1.00
episode:19, steps:49, total steps:372, current:[+0.000, +0.090], score:0.015 slope:-5.09e-04 epsilon:1.00
episode:20, steps:28, total steps:400, current:[-0.010, +0.100], score:0.020 slope:7.74e-04 epsilon:1.00
episode:21, steps:14, total steps:414, current:[+0.000, -0.010], score:0.019 slope:4.16e-04 epsilon:1.00
episode:22, steps:14, total steps:428, current:[-0.010, +0.000], score:0.018 slope:1.41e-04 epsilon:1.00
episode:23, steps:14, total steps:442, current:[+0.000, -0.010], score:0.017 slope:-6.92e-05 epsilon:1.00
episode:24, steps:15, total steps:457, current:[+0.000, -0.010], score:0.016 slope:-2.30e-04 epsilon:1.00
episode:25, steps:17, total steps:474, current:[-0.010, +0.000], score:0.016 slope:-3.54e-04 epsilon:1.00
